time,a_c,a_h,a_l,a_o,b_c,b_h,b_l,b_o,complete,volume
2019-10-07T20:45:00.000000000Z,1.09717,1.09725,1.09701,1.09707,1.09699,1.09700,1.09686,1.09690,True,62
2019-10-07T21:00:00.000000000Z,1.09737,1.09737,1.09717,1.09717,1.09689,1.09699,1.09678,1.09699,True,8
2019-10-07T21:15:00.000000000Z,1.09735,1.09735,1.09735,1.09735,1.09684,1.09684,1.09684,1.09684,True,1
2019-10-07T21:30:00.000000000Z,1.09730,1.09731,1.09719,1.09730,1.09699,1.09699,1.09672,1.09682,True,20
2019-10-07T21:45:00.000000000Z,1.09723,1.09723,1.09723,1.09723,1.09700,1.09700,1.09700,1.09700,True,1
2019-10-07T22:00:00.000000000Z,1.09729,1.09736,1.09722,1.09725,1.09710,1.09713,1.09698,1.09702,True,46
2019-10-07T22:15:00.000000000Z,1.09735,1.09737,1.09727,1.09728,1.09719,1.09721,1.09707,1.09707,True,17
2019-10-07T22:30:00.000000000Z,1.09731,1.09736,1.09730,1.09734,1.09715,1.09720,1.09709,1.09716,True,33
2019-10-07T22:45:00.000000000Z,1.09726,1.09735,1.09726,1.09729,1.09712,1.09717,1.09711,1.09713,True,14
2019-10-07T23:00:00.000000000Z,1.09731,1.09731,1.09718,1.09724,1.09715,1.09715,1.09704,1.09709,True,27
2019-10-07T23:15:00.000000000Z,1.09721,1.09731,1.09718,1.09728,1.09708,1.09716,1.09704,1.09714,True,24
2019-10-07T23:30:00.000000000Z,1.09734,1.09737,1.09719,1.09719,1.09718,1.09721,1.09705,1.09705,True,24
2019-10-07T23:45:00.000000000Z,1.09724,1.09734,1.09722,1.09730,1.09708,1.09719,1.09706,1.09716,True,30
2019-10-08T00:00:00.000000000Z,1.09736,1.09751,1.09723,1.09723,1.09720,1.09735,1.09705,1.09705,True,67
2019-10-08T00:15:00.000000000Z,1.09709,1.09734,1.09708,1.09734,1.09694,1.09718,1.09694,1.09718,True,40
2019-10-08T00:30:00.000000000Z,1.09692,1.09709,1.09684,1.09706,1.09680,1.09695,1.09671,1.09692,True,45
2019-10-08T00:45:00.000000000Z,1.09696,1.09702,1.09658,1.09690,1.09682,1.09690,1.09640,1.09677,True,87
2019-10-08T01:00:00.000000000Z,1.09731,1.09738,1.09671,1.09693,1.09718,1.09722,1.09657,1.09680,True,124
2019-10-08T01:15:00.000000000Z,1.09718,1.09752,1.09711,1.09734,1.09705,1.09738,1.09699,1.09720,True,90
2019-10-08T01:30:00.000000000Z,1.09745,1.09746,1.09710,1.09716,1.09729,1.09731,1.09698,1.09702,True,58
2019-10-08T01:45:00.000000000Z,1.09747,1.09756,1.09744,1.09746,1.09733,1.09744,1.09731,1.09733,True,41
2019-10-08T02:00:00.000000000Z,1.09767,1.09770,1.09738,1.09748,1.09755,1.09757,1.09724,1.09736,True,65
2019-10-08T02:15:00.000000000Z,1.09774,1.09790,1.09767,1.09769,1.09761,1.09776,1.09755,1.09757,True,46
2019-10-08T02:30:00.000000000Z,1.09762,1.09776,1.09753,1.09771,1.09748,1.09762,1.09739,1.09758,True,33
2019-10-08T02:45:00.000000000Z,1.09767,1.09771,1.09759,1.09759,1.09755,1.09758,1.09746,1.09746,True,41
2019-10-08T03:00:00.000000000Z,1.09773,1.09773,1.09765,1.09770,1.09760,1.09760,1.09751,1.09756,True,28
2019-10-08T03:15:00.000000000Z,1.09749,1.09771,1.09747,1.09771,1.09737,1.09758,1.09734,1.09758,True,27
2019-10-08T03:30:00.000000000Z,1.09753,1.09754,1.09740,1.09747,1.09737,1.09741,1.09726,1.09735,True,49
2019-10-08T03:45:00.000000000Z,1.09757,1.09763,1.09746,1.09749,1.09745,1.09749,1.09733,1.09736,True,41
2019-10-08T04:00:00.000000000Z,1.09751,1.09761,1.09750,1.09760,1.09737,1.09748,1.09736,1.09747,True,44
2019-10-08T04:15:00.000000000Z,1.09760,1.09761,1.09749,1.09754,1.09748,1.09748,1.09736,1.09739,True,32
2019-10-08T04:30:00.000000000Z,1.09758,1.09765,1.09755,1.09763,1.09746,1.09752,1.09741,1.09749,True,18
2019-10-08T04:45:00.000000000Z,1.09770,1.09772,1.09761,1.09761,1.09756,1.09760,1.09748,1.09748,True,12
2019-10-08T05:00:00.000000000Z,1.09748,1.09768,1.09745,1.09768,1.09734,1.09754,1.09732,1.09754,True,33
2019-10-08T05:15:00.000000000Z,1.09773,1.09773,1.09747,1.09750,1.09760,1.09760,1.09734,1.09737,True,33
2019-10-08T05:30:00.000000000Z,1.09785,1.09792,1.09774,1.09776,1.09773,1.09779,1.09760,1.09762,True,56
2019-10-08T05:45:00.000000000Z,1.09771,1.09783,1.09758,1.09783,1.09758,1.09770,1.09746,1.09770,True,32
2019-10-08T06:00:00.000000000Z,1.09814,1.09830,1.09767,1.09771,1.09802,1.09817,1.09754,1.09758,True,252
2019-10-08T06:15:00.000000000Z,1.09831,1.09832,1.09795,1.09816,1.09816,1.09819,1.09783,1.09804,True,131
2019-10-08T06:30:00.000000000Z,1.09826,1.09859,1.09821,1.09832,1.09814,1.09847,1.09809,1.09820,True,140
2019-10-08T06:45:00.000000000Z,1.09838,1.09851,1.09814,1.09828,1.09825,1.09839,1.09801,1.09816,True,145
2019-10-08T07:00:00.000000000Z,1.09838,1.09845,1.09781,1.09835,1.09825,1.09832,1.09769,1.09823,True,220
2019-10-08T07:15:00.000000000Z,1.09811,1.09848,1.09788,1.09839,1.09799,1.09836,1.09777,1.09828,True,195
2019-10-08T07:30:00.000000000Z,1.09809,1.09835,1.09782,1.09813,1.09797,1.09822,1.09770,1.09802,True,260
2019-10-08T07:45:00.000000000Z,1.09800,1.09820,1.09772,1.09812,1.09786,1.09807,1.09758,1.09799,True,355
2019-10-08T08:00:00.000000000Z,1.09880,1.09892,1.09800,1.09802,1.09867,1.09881,1.09787,1.09789,True,379
2019-10-08T08:15:00.000000000Z,1.09863,1.09903,1.09851,1.09878,1.09851,1.09891,1.09838,1.09865,True,257
2019-10-08T08:30:00.000000000Z,1.09898,1.09905,1.09850,1.09862,1.09887,1.09893,1.09838,1.09848,True,174
2019-10-08T08:45:00.000000000Z,1.09914,1.09925,1.09876,1.09896,1.09901,1.09912,1.09862,1.09884,True,250
2019-10-08T09:00:00.000000000Z,1.09893,1.09934,1.09888,1.09911,1.09881,1.09921,1.09875,1.09899,True,229
2019-10-08T09:15:00.000000000Z,1.09868,1.09891,1.09859,1.09891,1.09857,1.09878,1.09846,1.09878,True,189
2019-10-08T09:30:00.000000000Z,1.09868,1.09884,1.09833,1.09872,1.09857,1.09871,1.09821,1.09859,True,183
2019-10-08T09:45:00.000000000Z,1.09893,1.09900,1.09858,1.09871,1.09881,1.09887,1.09845,1.09859,True,168
2019-10-08T10:00:00.000000000Z,1.09923,1.09930,1.09869,1.09896,1.09909,1.09918,1.09857,1.09884,True,236
2019-10-08T10:15:00.000000000Z,1.09961,1.09963,1.09917,1.09924,1.09948,1.09951,1.09906,1.09912,True,245
2019-10-08T10:30:00.000000000Z,1.09922,1.09969,1.09916,1.09963,1.09911,1.09954,1.09903,1.09950,True,228
2019-10-08T10:45:00.000000000Z,1.09878,1.09927,1.09860,1.09925,1.09866,1.09916,1.09848,1.09913,True,225
2019-10-08T11:00:00.000000000Z,1.09901,1.09933,1.09881,1.09881,1.09889,1.09920,1.09868,1.09868,True,395
2019-10-08T11:15:00.000000000Z,1.09903,1.09924,1.09871,1.09903,1.09891,1.09912,1.09859,1.09891,True,244
2019-10-08T11:30:00.000000000Z,1.09889,1.09933,1.09874,1.09901,1.09876,1.09921,1.09861,1.09888,True,200
2019-10-08T11:45:00.000000000Z,1.09885,1.09895,1.09863,1.09886,1.09873,1.09883,1.09851,1.09873,True,174
2019-10-08T12:00:00.000000000Z,1.09868,1.09905,1.09842,1.09888,1.09856,1.09893,1.09830,1.09875,True,213
2019-10-08T12:15:00.000000000Z,1.09855,1.09886,1.09847,1.09866,1.09839,1.09875,1.09834,1.09853,True,216
2019-10-08T12:30:00.000000000Z,1.09896,1.09934,1.09857,1.09857,1.09883,1.09923,1.09841,1.09841,True,517
2019-10-08T12:45:00.000000000Z,1.09852,1.09904,1.09838,1.09894,1.09839,1.09893,1.09825,1.09880,True,269
2019-10-08T13:00:00.000000000Z,1.09780,1.09871,1.09772,1.09854,1.09768,1.09859,1.09759,1.09842,True,348
2019-10-08T13:15:00.000000000Z,1.09764,1.09783,1.09704,1.09783,1.09753,1.09769,1.09690,1.09769,True,301
2019-10-08T13:30:00.000000000Z,1.09774,1.09790,1.09760,1.09762,1.09762,1.09778,1.09747,1.09750,True,253
2019-10-08T13:45:00.000000000Z,1.09745,1.09800,1.09735,1.09777,1.09732,1.09787,1.09723,1.09764,True,326
2019-10-08T14:00:00.000000000Z,1.09687,1.09763,1.09667,1.09742,1.09676,1.09750,1.09655,1.09731,True,502
2019-10-08T14:15:00.000000000Z,1.09656,1.09700,1.09640,1.09690,1.09645,1.09686,1.09627,1.09678,True,271
2019-10-08T14:30:00.000000000Z,1.09578,1.09662,1.09557,1.09659,1.09567,1.09650,1.09545,1.09647,True,421
2019-10-08T14:45:00.000000000Z,1.09555,1.09621,1.09538,1.09576,1.09543,1.09608,1.09527,1.09564,True,634
2019-10-08T15:00:00.000000000Z,1.09499,1.09590,1.09489,1.09557,1.09486,1.09578,1.09474,1.09545,True,402
2019-10-08T15:15:00.000000000Z,1.09499,1.09529,1.09488,1.09502,1.09487,1.09516,1.09476,1.09487,True,246
2019-10-08T15:30:00.000000000Z,1.09482,1.09512,1.09456,1.09497,1.09470,1.09502,1.09445,1.09484,True,306
2019-10-08T15:45:00.000000000Z,1.09496,1.09500,1.09460,1.09479,1.09482,1.09488,1.09448,1.09467,True,207
2019-10-08T16:00:00.000000000Z,1.09525,1.09525,1.09483,1.09497,1.09508,1.09508,1.09470,1.09486,True,195
2019-10-08T16:15:00.000000000Z,1.09555,1.09577,1.09511,1.09521,1.09543,1.09564,1.09498,1.09508,True,163
2019-10-08T16:30:00.000000000Z,1.09550,1.09578,1.09539,1.09552,1.09538,1.09566,1.09526,1.09540,True,127
2019-10-08T16:45:00.000000000Z,1.09535,1.09564,1.09502,1.09552,1.09523,1.09552,1.09489,1.09540,True,160
2019-10-08T17:00:00.000000000Z,1.09535,1.09565,1.09523,1.09537,1.09522,1.09552,1.09511,1.09525,True,162
2019-10-08T17:15:00.000000000Z,1.09525,1.09532,1.09484,1.09532,1.09510,1.09521,1.09461,1.09521,True,168
2019-10-08T17:30:00.000000000Z,1.09527,1.09551,1.09508,1.09521,1.09515,1.09539,1.09496,1.09508,True,104
2019-10-08T17:45:00.000000000Z,1.09525,1.09562,1.09513,1.09530,1.09512,1.09549,1.09501,1.09517,True,90
2019-10-08T18:00:00.000000000Z,1.09474,1.09548,1.09467,1.09523,1.09462,1.09535,1.09455,1.09510,True,188
2019-10-08T18:15:00.000000000Z,1.09474,1.09505,1.09474,1.09476,1.09461,1.09491,1.09461,1.09464,True,96
2019-10-08T18:30:00.000000000Z,1.09465,1.09654,1.09417,1.09472,1.09451,1.09603,1.09402,1.09459,True,1199
2019-10-08T18:45:00.000000000Z,1.09556,1.09634,1.09456,1.09462,1.09542,1.09616,1.09443,1.09449,True,1239
2019-10-08T19:00:00.000000000Z,1.09558,1.09592,1.09513,1.09553,1.09544,1.09578,1.09500,1.09541,True,995
2019-10-08T19:15:00.000000000Z,1.09565,1.09582,1.09536,1.09555,1.09552,1.09568,1.09524,1.09542,True,273
2019-10-08T19:30:00.000000000Z,1.09550,1.09600,1.09546,1.09567,1.09538,1.09586,1.09533,1.09555,True,242
2019-10-08T19:45:00.000000000Z,1.09568,1.09574,1.09531,1.09548,1.09554,1.09562,1.09517,1.09535,True,153
2019-10-08T20:00:00.000000000Z,1.09559,1.09579,1.09557,1.09564,1.09547,1.09567,1.09541,1.09552,True,50
2019-10-08T20:15:00.000000000Z,1.09571,1.09589,1.09543,1.09557,1.09559,1.09577,1.09530,1.09545,True,47
2019-10-08T20:30:00.000000000Z,1.09561,1.09572,1.09557,1.09569,1.09546,1.09560,1.09543,1.09557,True,21
2019-10-08T20:45:00.000000000Z,1.09603,1.09603,1.09550,1.09560,1.09516,1.09560,1.09516,1.09541,True,54
2019-10-08T21:00:00.000000000Z,1.09579,1.09604,1.09568,1.09603,1.09511,1.09533,1.09484,1.09516,True,26
2019-10-08T21:15:00.000000000Z,1.09569,1.09609,1.09566,1.09574,1.09528,1.09556,1.09507,1.09508,True,48
2019-10-08T21:30:00.000000000Z,1.09576,1.09599,1.09557,1.09564,1.09549,1.09557,1.09498,1.09527,True,39
2019-10-08T21:45:00.000000000Z,1.09571,1.09574,1.09569,1.09574,1.09546,1.09547,1.09541,1.09547,True,4
2019-10-08T22:00:00.000000000Z,1.09573,1.09591,1.09566,1.09572,1.09554,1.09560,1.09544,1.09550,True,49
2019-10-08T22:15:00.000000000Z,1.09562,1.09583,1.09562,1.09576,1.09546,1.09559,1.09541,1.09556,True,20
2019-10-08T22:30:00.000000000Z,1.09584,1.09586,1.09562,1.09563,1.09563,1.09566,1.09541,1.09541,True,24
2019-10-08T22:45:00.000000000Z,1.09593,1.09629,1.09581,1.09581,1.09570,1.09576,1.09529,1.09561,True,19
2019-10-08T23:00:00.000000000Z,1.09612,1.09649,1.09596,1.09596,1.09581,1.09584,1.09529,1.09571,True,24
2019-10-08T23:15:00.000000000Z,1.09616,1.09655,1.09608,1.09608,1.09589,1.09596,1.09548,1.09579,True,14
2019-10-08T23:30:00.000000000Z,1.09600,1.09648,1.09594,1.09648,1.09586,1.09595,1.09548,1.09548,True,19
2019-10-08T23:45:00.000000000Z,1.09606,1.09606,1.09598,1.09598,1.09591,1.09591,1.09584,1.09584,True,14
2019-10-09T00:00:00.000000000Z,1.09606,1.09607,1.09598,1.09603,1.09591,1.09595,1.09585,1.09589,True,26
2019-10-09T00:15:00.000000000Z,1.09556,1.09608,1.09556,1.09608,1.09543,1.09595,1.09543,1.09595,True,45
2019-10-09T00:30:00.000000000Z,1.09574,1.09579,1.09557,1.09559,1.09561,1.09566,1.09543,1.09546,True,33
2019-10-09T00:45:00.000000000Z,1.09584,1.09599,1.09577,1.09578,1.09572,1.09585,1.09564,1.09564,True,38
2019-10-09T01:00:00.000000000Z,1.09595,1.09599,1.09585,1.09587,1.09582,1.09585,1.09571,1.09573,True,31
2019-10-09T01:15:00.000000000Z,1.09620,1.09620,1.09594,1.09594,1.09606,1.09606,1.09579,1.09579,True,68
2019-10-09T01:30:00.000000000Z,1.09636,1.09640,1.09620,1.09623,1.09622,1.09626,1.09607,1.09609,True,50
2019-10-09T01:45:00.000000000Z,1.09621,1.09635,1.09621,1.09633,1.09608,1.09622,1.09608,1.09619,True,32
2019-10-09T02:00:00.000000000Z,1.09633,1.09636,1.09619,1.09624,1.09621,1.09623,1.09606,1.09610,True,29
2019-10-09T02:15:00.000000000Z,1.09649,1.09655,1.09629,1.09632,1.09636,1.09642,1.09616,1.09618,True,36
2019-10-09T02:30:00.000000000Z,1.09646,1.09654,1.09633,1.09651,1.09634,1.09640,1.09619,1.09638,True,24
2019-10-09T02:45:00.000000000Z,1.09658,1.09662,1.09644,1.09645,1.09646,1.09649,1.09631,1.09631,True,29
2019-10-09T03:00:00.000000000Z,1.09647,1.09661,1.09644,1.09661,1.09633,1.09647,1.09631,1.09647,True,23
2019-10-09T03:15:00.000000000Z,1.09653,1.09657,1.09644,1.09644,1.09640,1.09642,1.09631,1.09631,True,23
2019-10-09T03:30:00.000000000Z,1.09643,1.09660,1.09643,1.09656,1.09631,1.09644,1.09630,1.09643,True,20
2019-10-09T03:45:00.000000000Z,1.09639,1.09648,1.09636,1.09645,1.09626,1.09634,1.09622,1.09633,True,20
2019-10-09T04:00:00.000000000Z,1.09645,1.09650,1.09635,1.09641,1.09632,1.09637,1.09621,1.09629,True,24
2019-10-09T04:15:00.000000000Z,1.09644,1.09654,1.09638,1.09648,1.09630,1.09640,1.09625,1.09634,True,29
2019-10-09T04:30:00.000000000Z,1.09636,1.09644,1.09631,1.09642,1.09623,1.09631,1.09619,1.09627,True,19
2019-10-09T04:45:00.000000000Z,1.09630,1.09641,1.09618,1.09637,1.09617,1.09627,1.09603,1.09626,True,39
2019-10-09T05:00:00.000000000Z,1.09602,1.09633,1.09599,1.09633,1.09589,1.09619,1.09586,1.09619,True,24
2019-10-09T05:15:00.000000000Z,1.09623,1.09632,1.09603,1.09605,1.09609,1.09620,1.09589,1.09592,True,56
2019-10-09T05:30:00.000000000Z,1.09618,1.09622,1.09605,1.09620,1.09605,1.09609,1.09592,1.09606,True,26
2019-10-09T05:45:00.000000000Z,1.09602,1.09620,1.09593,1.09620,1.09589,1.09607,1.09579,1.09607,True,30
2019-10-09T06:00:00.000000000Z,1.09571,1.09617,1.09563,1.09605,1.09558,1.09603,1.09551,1.09592,True,113
2019-10-09T06:15:00.000000000Z,1.09588,1.09590,1.09573,1.09573,1.09575,1.09577,1.09560,1.09561,True,91
2019-10-09T06:30:00.000000000Z,1.09605,1.09605,1.09580,1.09585,1.09592,1.09593,1.09568,1.09573,True,102
2019-10-09T06:45:00.000000000Z,1.09630,1.09630,1.09592,1.09602,1.09618,1.09618,1.09579,1.09590,True,97
2019-10-09T07:00:00.000000000Z,1.09703,1.09740,1.09616,1.09633,1.09691,1.09725,1.09603,1.09620,True,314
2019-10-09T07:15:00.000000000Z,1.09788,1.09843,1.09688,1.09706,1.09775,1.09815,1.09675,1.09693,True,478
2019-10-09T07:30:00.000000000Z,1.09825,1.09844,1.09776,1.09790,1.09812,1.09831,1.09763,1.09778,True,327
2019-10-09T07:45:00.000000000Z,1.09790,1.09843,1.09787,1.09827,1.09778,1.09830,1.09774,1.09815,True,237
2019-10-09T08:00:00.000000000Z,1.09842,1.09849,1.09786,1.09788,1.09831,1.09837,1.09774,1.09776,True,162
2019-10-09T08:15:00.000000000Z,1.09884,1.09905,1.09806,1.09840,1.09874,1.09893,1.09794,1.09828,True,524
2019-10-09T08:30:00.000000000Z,1.09866,1.09902,1.09842,1.09888,1.09855,1.09889,1.09830,1.09875,True,296
2019-10-09T08:45:00.000000000Z,1.09847,1.09884,1.09839,1.09870,1.09835,1.09872,1.09827,1.09856,True,156
2019-10-09T09:00:00.000000000Z,1.09870,1.09910,1.09845,1.09845,1.09858,1.09895,1.09832,1.09832,True,339
2019-10-09T09:15:00.000000000Z,1.09820,1.09869,1.09798,1.09868,1.09807,1.09856,1.09787,1.09856,True,281
2019-10-09T09:30:00.000000000Z,1.09806,1.09828,1.09768,1.09817,1.09796,1.09814,1.09756,1.09806,True,424
2019-10-09T09:45:00.000000000Z,1.09826,1.09866,1.09781,1.09805,1.09814,1.09854,1.09769,1.09792,True,365
2019-10-09T10:00:00.000000000Z,1.09830,1.09897,1.09818,1.09828,1.09818,1.09884,1.09806,1.09816,True,244
2019-10-09T10:15:00.000000000Z,1.09817,1.09847,1.09810,1.09833,1.09802,1.09834,1.09798,1.09820,True,189
2019-10-09T10:30:00.000000000Z,1.09801,1.09827,1.09789,1.09814,1.09789,1.09815,1.09777,1.09801,True,194
2019-10-09T10:45:00.000000000Z,1.09820,1.09824,1.09764,1.09803,1.09806,1.09812,1.09752,1.09792,True,172
2019-10-09T11:00:00.000000000Z,1.09831,1.09842,1.09797,1.09818,1.09818,1.09827,1.09785,1.09803,True,156
2019-10-09T11:15:00.000000000Z,1.09762,1.09828,1.09744,1.09828,1.09750,1.09816,1.09730,1.09816,True,182
2019-10-09T11:30:00.000000000Z,1.09780,1.09798,1.09754,1.09765,1.09768,1.09786,1.09742,1.09752,True,132
2019-10-09T11:45:00.000000000Z,1.09794,1.09798,1.09767,1.09778,1.09783,1.09784,1.09755,1.09765,True,145
2019-10-09T12:00:00.000000000Z,1.09820,1.09832,1.09781,1.09797,1.09807,1.09819,1.09769,1.09785,True,181
2019-10-09T12:15:00.000000000Z,1.09788,1.09837,1.09781,1.09822,1.09777,1.09825,1.09769,1.09810,True,186
2019-10-09T12:30:00.000000000Z,1.09755,1.09802,1.09724,1.09791,1.09743,1.09790,1.09712,1.09778,True,176
2019-10-09T12:45:00.000000000Z,1.09756,1.09767,1.09741,1.09753,1.09745,1.09755,1.09727,1.09741,True,122
2019-10-09T13:00:00.000000000Z,1.09823,1.09826,1.09749,1.09754,1.09811,1.09813,1.09737,1.09743,True,178
2019-10-09T13:15:00.000000000Z,1.09803,1.09832,1.09789,1.09826,1.09791,1.09820,1.09775,1.09814,True,152
2019-10-09T13:30:00.000000000Z,1.09808,1.09828,1.09768,1.09801,1.09797,1.09816,1.09756,1.09789,True,194
2019-10-09T13:45:00.000000000Z,1.09813,1.09844,1.09797,1.09810,1.09800,1.09832,1.09785,1.09800,True,206
2019-10-09T14:00:00.000000000Z,1.09788,1.09830,1.09753,1.09815,1.09777,1.09818,1.09740,1.09803,True,254
2019-10-09T14:15:00.000000000Z,1.09833,1.09842,1.09774,1.09790,1.09822,1.09829,1.09762,1.09779,True,259
2019-10-09T14:30:00.000000000Z,1.09808,1.09840,1.09808,1.09836,1.09797,1.09828,1.09796,1.09824,True,189
2019-10-09T14:45:00.000000000Z,1.09803,1.09844,1.09786,1.09812,1.09789,1.09833,1.09773,1.09798,True,256
2019-10-09T15:00:00.000000000Z,1.09782,1.09823,1.09768,1.09805,1.09771,1.09811,1.09755,1.09792,True,302
2019-10-09T15:15:00.000000000Z,1.09797,1.09839,1.09779,1.09785,1.09786,1.09827,1.09767,1.09773,True,194
2019-10-09T15:30:00.000000000Z,1.09791,1.09803,1.09780,1.09797,1.09779,1.09791,1.09768,1.09782,True,129
2019-10-09T15:45:00.000000000Z,1.09786,1.09803,1.09764,1.09788,1.09774,1.09791,1.09751,1.09776,True,125
2019-10-09T16:00:00.000000000Z,1.09759,1.09783,1.09754,1.09783,1.09746,1.09772,1.09742,1.09772,True,95
2019-10-09T16:15:00.000000000Z,1.09741,1.09757,1.09738,1.09757,1.09729,1.09745,1.09726,1.09744,True,90
2019-10-09T16:30:00.000000000Z,1.09743,1.09752,1.09715,1.09739,1.09730,1.09741,1.09702,1.09727,True,107
2019-10-09T16:45:00.000000000Z,1.09738,1.09751,1.09708,1.09745,1.09724,1.09739,1.09696,1.09732,True,140
2019-10-09T17:00:00.000000000Z,1.09776,1.09781,1.09732,1.09734,1.09764,1.09768,1.09720,1.09723,True,167
2019-10-09T17:15:00.000000000Z,1.09799,1.09804,1.09772,1.09774,1.09787,1.09791,1.09760,1.09762,True,76
2019-10-09T17:30:00.000000000Z,1.09789,1.09827,1.09789,1.09801,1.09776,1.09813,1.09776,1.09789,True,79
2019-10-09T17:45:00.000000000Z,1.09802,1.09802,1.09760,1.09791,1.09779,1.09782,1.09747,1.09779,True,122
2019-10-09T18:00:00.000000000Z,1.09766,1.09804,1.09738,1.09800,1.09754,1.09787,1.09723,1.09776,True,238
2019-10-09T18:15:00.000000000Z,1.09736,1.09769,1.09728,1.09763,1.09724,1.09756,1.09714,1.09752,True,154
2019-10-09T18:30:00.000000000Z,1.09733,1.09755,1.09728,1.09739,1.09721,1.09742,1.09716,1.09727,True,80
2019-10-09T18:45:00.000000000Z,1.09745,1.09747,1.09722,1.09730,1.09733,1.09735,1.09709,1.09718,True,98
2019-10-09T19:00:00.000000000Z,1.09745,1.09760,1.09740,1.09743,1.09732,1.09748,1.09727,1.09730,True,60
2019-10-09T19:15:00.000000000Z,1.09726,1.09745,1.09714,1.09742,1.09714,1.09731,1.09701,1.09730,True,61
2019-10-09T19:30:00.000000000Z,1.09794,1.09795,1.09722,1.09724,1.09781,1.09782,1.09709,1.09711,True,263
2019-10-09T19:45:00.000000000Z,1.09768,1.09792,1.09721,1.09792,1.09754,1.09778,1.09708,1.09778,True,264
2019-10-09T20:00:00.000000000Z,1.09732,1.09768,1.09728,1.09765,1.09719,1.09755,1.09716,1.09752,True,60
2019-10-09T20:15:00.000000000Z,1.09729,1.09740,1.09725,1.09729,1.09716,1.09727,1.09712,1.09718,True,36
2019-10-09T20:30:00.000000000Z,1.09720,1.09734,1.09715,1.09726,1.09708,1.09718,1.09699,1.09714,True,36
2019-10-09T20:45:00.000000000Z,1.09751,1.09751,1.09686,1.09718,1.09651,1.09706,1.09647,1.09706,True,91
2019-10-09T21:00:00.000000000Z,1.09764,1.09777,1.09733,1.09735,1.09722,1.09722,1.09694,1.09699,True,15
2019-10-09T21:15:00.000000000Z,1.09739,1.09763,1.09728,1.09763,1.09712,1.09725,1.09691,1.09716,True,48
2019-10-09T21:30:00.000000000Z,1.09751,1.09757,1.09743,1.09744,1.09720,1.09725,1.09712,1.09712,True,10
2019-10-09T21:45:00.000000000Z,1.09744,1.09754,1.09735,1.09754,1.09721,1.09722,1.09706,1.09722,True,19
2019-10-09T22:00:00.000000000Z,1.09751,1.09763,1.09742,1.09742,1.09733,1.09744,1.09719,1.09719,True,66
2019-10-09T22:15:00.000000000Z,1.09820,1.09842,1.09746,1.09749,1.09801,1.09822,1.09728,1.09730,True,247
2019-10-09T22:30:00.000000000Z,1.09857,1.09864,1.09813,1.09816,1.09840,1.09847,1.09798,1.09800,True,200
2019-10-09T22:45:00.000000000Z,1.09854,1.09862,1.09837,1.09859,1.09839,1.09845,1.09821,1.09843,True,132
2019-10-09T23:00:00.000000000Z,1.09884,1.09895,1.09844,1.09856,1.09868,1.09881,1.09829,1.09841,True,136
2019-10-09T23:15:00.000000000Z,1.09887,1.09888,1.09869,1.09882,1.09871,1.09875,1.09855,1.09866,True,100
2019-10-09T23:30:00.000000000Z,1.09888,1.09891,1.09871,1.09883,1.09873,1.09877,1.09857,1.09870,True,82
2019-10-09T23:45:00.000000000Z,1.09849,1.09903,1.09849,1.09890,1.09837,1.09889,1.09837,1.09876,True,63
2019-10-10T00:00:00.000000000Z,1.09833,1.09871,1.09825,1.09847,1.09818,1.09857,1.09811,1.09834,True,285
2019-10-10T00:15:00.000000000Z,1.09862,1.09875,1.09825,1.09834,1.09849,1.09859,1.09811,1.09821,True,177
2019-10-10T00:30:00.000000000Z,1.09827,1.09865,1.09824,1.09859,1.09814,1.09850,1.09811,1.09846,True,125
2019-10-10T00:45:00.000000000Z,1.09823,1.09835,1.09819,1.09825,1.09811,1.09821,1.09805,1.09812,True,84
2019-10-10T01:00:00.000000000Z,1.09819,1.09823,1.09804,1.09822,1.09806,1.09809,1.09791,1.09807,True,97
2019-10-10T01:15:00.000000000Z,1.09879,1.09895,1.09805,1.09818,1.09865,1.09882,1.09791,1.09803,True,303
2019-10-10T01:30:00.000000000Z,1.09870,1.09942,1.09870,1.09881,1.09856,1.09927,1.09856,1.09867,True,387
2019-10-10T01:45:00.000000000Z,1.09884,1.09900,1.09853,1.09867,1.09870,1.09888,1.09839,1.09854,True,166
2019-10-10T02:00:00.000000000Z,1.09903,1.09904,1.09871,1.09882,1.09890,1.09891,1.09858,1.09868,True,67
2019-10-10T02:15:00.000000000Z,1.09923,1.09940,1.09898,1.09905,1.09909,1.09925,1.09885,1.09893,True,68
2019-10-10T02:30:00.000000000Z,1.09901,1.09932,1.09901,1.09926,1.09887,1.09920,1.09887,1.09911,True,55
2019-10-10T02:45:00.000000000Z,1.09912,1.09919,1.09897,1.09898,1.09898,1.09905,1.09883,1.09885,True,46
2019-10-10T03:00:00.000000000Z,1.09899,1.09910,1.09895,1.09910,1.09884,1.09896,1.09881,1.09896,True,37
2019-10-10T03:15:00.000000000Z,1.09911,1.09911,1.09899,1.09900,1.09898,1.09898,1.09885,1.09887,True,18
2019-10-10T03:30:00.000000000Z,1.09906,1.09916,1.09897,1.09909,1.09892,1.09903,1.09884,1.09896,True,46
2019-10-10T03:45:00.000000000Z,1.09894,1.09908,1.09891,1.09908,1.09882,1.09895,1.09878,1.09895,True,21
