time,a_c,a_h,a_l,a_o,b_c,b_h,b_l,b_o,complete,volume
2019-09-27T00:30:00.000000000Z,1.09171,1.09198,1.09054,1.09198,1.09158,1.09185,1.09040,1.09185,True,399
2019-09-27T00:45:00.000000000Z,1.09169,1.09185,1.09151,1.09174,1.09156,1.09172,1.09136,1.09160,True,175
2019-09-27T01:00:00.000000000Z,1.09140,1.09179,1.09124,1.09167,1.09128,1.09167,1.09111,1.09154,True,129
2019-09-27T01:15:00.000000000Z,1.09156,1.09167,1.09140,1.09144,1.09143,1.09154,1.09126,1.09130,True,96
2019-09-27T01:30:00.000000000Z,1.09154,1.09167,1.09137,1.09154,1.09141,1.09154,1.09124,1.09141,True,75
2019-09-27T01:45:00.000000000Z,1.09174,1.09182,1.09149,1.09151,1.09161,1.09169,1.09135,1.09138,True,59
2019-09-27T02:00:00.000000000Z,1.09173,1.09183,1.09155,1.09171,1.09160,1.09169,1.09140,1.09158,True,59
2019-09-27T02:15:00.000000000Z,1.09194,1.09194,1.09171,1.09171,1.09181,1.09182,1.09157,1.09157,True,64
2019-09-27T02:30:00.000000000Z,1.09198,1.09203,1.09181,1.09196,1.09186,1.09190,1.09168,1.09184,True,63
2019-09-27T02:45:00.000000000Z,1.09204,1.09216,1.09191,1.09201,1.09189,1.09199,1.09178,1.09188,True,28
2019-09-27T03:00:00.000000000Z,1.09203,1.09219,1.09200,1.09206,1.09190,1.09207,1.09189,1.09192,True,28
2019-09-27T03:15:00.000000000Z,1.09212,1.09217,1.09199,1.09206,1.09198,1.09203,1.09186,1.09193,True,33
2019-09-27T03:30:00.000000000Z,1.09230,1.09230,1.09214,1.09214,1.09217,1.09217,1.09200,1.09200,True,26
2019-09-27T03:45:00.000000000Z,1.09252,1.09264,1.09226,1.09232,1.09239,1.09251,1.09212,1.09220,True,49
2019-09-27T04:00:00.000000000Z,1.09246,1.09250,1.09233,1.09249,1.09234,1.09237,1.09221,1.09237,True,53
2019-09-27T04:15:00.000000000Z,1.09237,1.09261,1.09233,1.09249,1.09223,1.09247,1.09218,1.09236,True,42
2019-09-27T04:30:00.000000000Z,1.09234,1.09254,1.09228,1.09239,1.09221,1.09241,1.09215,1.09226,True,38
2019-09-27T04:45:00.000000000Z,1.09223,1.09237,1.09220,1.09236,1.09210,1.09226,1.09206,1.09223,True,29
2019-09-27T05:00:00.000000000Z,1.09221,1.09245,1.09219,1.09226,1.09209,1.09231,1.09206,1.09213,True,72
2019-09-27T05:15:00.000000000Z,1.09225,1.09238,1.09216,1.09224,1.09212,1.09226,1.09203,1.09211,True,40
2019-09-27T05:30:00.000000000Z,1.09201,1.09234,1.09201,1.09223,1.09188,1.09222,1.09188,1.09209,True,38
2019-09-27T05:45:00.000000000Z,1.09203,1.09220,1.09197,1.09199,1.09191,1.09207,1.09184,1.09185,True,69
2019-09-27T06:00:00.000000000Z,1.09156,1.09206,1.09137,1.09202,1.09144,1.09194,1.09124,1.09187,True,163
2019-09-27T06:15:00.000000000Z,1.09123,1.09154,1.09075,1.09154,1.09111,1.09141,1.09062,1.09141,True,237
2019-09-27T06:30:00.000000000Z,1.09147,1.09170,1.09126,1.09126,1.09134,1.09158,1.09113,1.09113,True,248
2019-09-27T06:45:00.000000000Z,1.09172,1.09177,1.09125,1.09150,1.09159,1.09164,1.09112,1.09135,True,250
2019-09-27T07:00:00.000000000Z,1.09135,1.09176,1.09084,1.09170,1.09123,1.09165,1.09072,1.09157,True,510
2019-09-27T07:15:00.000000000Z,1.09156,1.09172,1.09137,1.09137,1.09144,1.09159,1.09125,1.09125,True,213
2019-09-27T07:30:00.000000000Z,1.09192,1.09192,1.09096,1.09154,1.09180,1.09180,1.09084,1.09141,True,355
2019-09-27T07:45:00.000000000Z,1.09185,1.09236,1.09171,1.09190,1.09173,1.09223,1.09158,1.09178,True,230
2019-09-27T08:00:00.000000000Z,1.09208,1.09244,1.09172,1.09188,1.09196,1.09233,1.09161,1.09176,True,227
2019-09-27T08:15:00.000000000Z,1.09277,1.09284,1.09196,1.09206,1.09264,1.09271,1.09186,1.09193,True,243
2019-09-27T08:30:00.000000000Z,1.09273,1.09293,1.09257,1.09278,1.09261,1.09281,1.09243,1.09267,True,125
2019-09-27T08:45:00.000000000Z,1.09246,1.09281,1.09243,1.09275,1.09232,1.09269,1.09231,1.09263,True,144
2019-09-27T09:00:00.000000000Z,1.09259,1.09262,1.09217,1.09243,1.09248,1.09249,1.09205,1.09231,True,193
2019-09-27T09:15:00.000000000Z,1.09261,1.09265,1.09213,1.09257,1.09249,1.09253,1.09201,1.09245,True,158
2019-09-27T09:30:00.000000000Z,1.09264,1.09274,1.09223,1.09264,1.09251,1.09261,1.09211,1.09252,True,156
2019-09-27T09:45:00.000000000Z,1.09275,1.09291,1.09252,1.09261,1.09263,1.09279,1.09241,1.09249,True,192
2019-09-27T10:00:00.000000000Z,1.09218,1.09275,1.09206,1.09273,1.09206,1.09263,1.09195,1.09261,True,218
2019-09-27T10:15:00.000000000Z,1.09278,1.09280,1.09214,1.09221,1.09266,1.09268,1.09200,1.09207,True,163
2019-09-27T10:30:00.000000000Z,1.09266,1.09288,1.09247,1.09280,1.09253,1.09274,1.09236,1.09268,True,128
2019-09-27T10:45:00.000000000Z,1.09394,1.09402,1.09248,1.09268,1.09382,1.09388,1.09236,1.09256,True,310
2019-09-27T11:00:00.000000000Z,1.09352,1.09405,1.09344,1.09396,1.09340,1.09393,1.09332,1.09384,True,199
2019-09-27T11:15:00.000000000Z,1.09350,1.09378,1.09349,1.09355,1.09337,1.09365,1.09337,1.09342,True,67
2019-09-27T11:30:00.000000000Z,1.09365,1.09370,1.09336,1.09352,1.09354,1.09356,1.09323,1.09339,True,134
2019-09-27T11:45:00.000000000Z,1.09359,1.09393,1.09348,1.09363,1.09347,1.09381,1.09336,1.09351,True,146
2019-09-27T12:00:00.000000000Z,1.09352,1.09386,1.09341,1.09362,1.09339,1.09373,1.09329,1.09348,True,171
2019-09-27T12:15:00.000000000Z,1.09365,1.09370,1.09323,1.09350,1.09339,1.09347,1.09310,1.09337,True,214
2019-09-27T12:30:00.000000000Z,1.09466,1.09473,1.09323,1.09369,1.09455,1.09461,1.09311,1.09340,True,454
2019-09-27T12:45:00.000000000Z,1.09380,1.09491,1.09372,1.09465,1.09368,1.09479,1.09360,1.09452,True,302
2019-09-27T13:00:00.000000000Z,1.09329,1.09404,1.09329,1.09377,1.09316,1.09393,1.09316,1.09366,True,285
2019-09-27T13:15:00.000000000Z,1.09329,1.09348,1.09301,1.09331,1.09318,1.09335,1.09288,1.09319,True,313
2019-09-27T13:30:00.000000000Z,1.09330,1.09346,1.09281,1.09332,1.09317,1.09333,1.09270,1.09320,True,399
2019-09-27T13:45:00.000000000Z,1.09358,1.09358,1.09272,1.09327,1.09344,1.09344,1.09258,1.09316,True,245
2019-09-27T14:00:00.000000000Z,1.09423,1.09429,1.09324,1.09355,1.09411,1.09416,1.09312,1.09342,True,290
2019-09-27T14:15:00.000000000Z,1.09394,1.09430,1.09372,1.09426,1.09382,1.09418,1.09360,1.09413,True,241
2019-09-27T14:30:00.000000000Z,1.09379,1.09422,1.09353,1.09396,1.09367,1.09410,1.09341,1.09384,True,249
2019-09-27T14:45:00.000000000Z,1.09487,1.09499,1.09348,1.09376,1.09474,1.09486,1.09332,1.09364,True,488
2019-09-27T15:00:00.000000000Z,1.09514,1.09581,1.09462,1.09490,1.09501,1.09568,1.09450,1.09477,True,444
2019-09-27T15:15:00.000000000Z,1.09484,1.09546,1.09469,1.09517,1.09472,1.09534,1.09457,1.09502,True,193
2019-09-27T15:30:00.000000000Z,1.09496,1.09594,1.09469,1.09482,1.09484,1.09580,1.09458,1.09470,True,910
2019-09-27T15:45:00.000000000Z,1.09423,1.09505,1.09403,1.09499,1.09410,1.09493,1.09391,1.09486,True,506
2019-09-27T16:00:00.000000000Z,1.09393,1.09469,1.09370,1.09426,1.09381,1.09456,1.09353,1.09414,True,426
2019-09-27T16:15:00.000000000Z,1.09410,1.09427,1.09374,1.09395,1.09398,1.09413,1.09362,1.09383,True,300
2019-09-27T16:30:00.000000000Z,1.09478,1.09481,1.09410,1.09412,1.09466,1.09468,1.09399,1.09401,True,243
2019-09-27T16:45:00.000000000Z,1.09449,1.09484,1.09418,1.09476,1.09437,1.09472,1.09407,1.09464,True,214
2019-09-27T17:00:00.000000000Z,1.09449,1.09461,1.09426,1.09451,1.09437,1.09448,1.09414,1.09439,True,189
2019-09-27T17:15:00.000000000Z,1.09444,1.09471,1.09442,1.09447,1.09433,1.09457,1.09431,1.09435,True,126
2019-09-27T17:30:00.000000000Z,1.09471,1.09480,1.09444,1.09448,1.09459,1.09468,1.09432,1.09433,True,117
2019-09-27T17:45:00.000000000Z,1.09421,1.09483,1.09421,1.09473,1.09408,1.09471,1.09408,1.09462,True,156
2019-09-27T18:00:00.000000000Z,1.09409,1.09435,1.09406,1.09418,1.09398,1.09423,1.09392,1.09406,True,133
2019-09-27T18:15:00.000000000Z,1.09395,1.09414,1.09388,1.09408,1.09383,1.09402,1.09376,1.09394,True,93
2019-09-27T18:30:00.000000000Z,1.09400,1.09427,1.09390,1.09397,1.09387,1.09414,1.09377,1.09385,True,123
2019-09-27T18:45:00.000000000Z,1.09406,1.09420,1.09387,1.09398,1.09394,1.09409,1.09374,1.09385,True,133
2019-09-27T19:00:00.000000000Z,1.09432,1.09434,1.09396,1.09408,1.09418,1.09420,1.09384,1.09396,True,109
2019-09-27T19:15:00.000000000Z,1.09442,1.09442,1.09414,1.09434,1.09428,1.09429,1.09402,1.09422,True,90
2019-09-27T19:30:00.000000000Z,1.09421,1.09439,1.09417,1.09439,1.09409,1.09426,1.09404,1.09426,True,48
2019-09-27T19:45:00.000000000Z,1.09422,1.09443,1.09421,1.09424,1.09410,1.09430,1.09409,1.09411,True,61
2019-09-27T20:00:00.000000000Z,1.09433,1.09446,1.09418,1.09420,1.09419,1.09433,1.09404,1.09407,True,52
2019-09-27T20:15:00.000000000Z,1.09427,1.09431,1.09418,1.09431,1.09414,1.09416,1.09404,1.09416,True,20
2019-09-27T20:30:00.000000000Z,1.09418,1.09425,1.09415,1.09425,1.09402,1.09411,1.09400,1.09411,True,26
2019-09-27T20:45:00.000000000Z,1.09454,1.09458,1.09408,1.09416,1.09354,1.09411,1.09354,1.09400,True,78
2019-09-27T21:00:00.000000000Z,1.09460,1.09460,1.09460,1.09460,1.09360,1.09360,1.09360,1.09360,True,1
2019-09-29T21:00:00.000000000Z,1.09418,1.09454,1.09408,1.09437,1.09390,1.09422,1.09378,1.09404,True,31
2019-09-29T21:15:00.000000000Z,1.09446,1.09451,1.09416,1.09416,1.09404,1.09410,1.09385,1.09386,True,36
2019-09-29T21:45:00.000000000Z,1.09440,1.09446,1.09440,1.09446,1.09397,1.09409,1.09397,1.09409,True,4
2019-09-29T22:00:00.000000000Z,1.09448,1.09453,1.09413,1.09434,1.09434,1.09438,1.09383,1.09397,True,73
2019-09-29T22:15:00.000000000Z,1.09446,1.09447,1.09439,1.09447,1.09432,1.09432,1.09425,1.09430,True,9
2019-09-29T22:30:00.000000000Z,1.09453,1.09469,1.09447,1.09450,1.09438,1.09454,1.09431,1.09433,True,35
2019-09-29T22:45:00.000000000Z,1.09454,1.09456,1.09435,1.09450,1.09439,1.09441,1.09420,1.09436,True,39
2019-09-29T23:00:00.000000000Z,1.09444,1.09451,1.09432,1.09451,1.09431,1.09438,1.09419,1.09438,True,29
2019-09-29T23:15:00.000000000Z,1.09446,1.09449,1.09441,1.09446,1.09432,1.09436,1.09428,1.09433,True,23
2019-09-29T23:30:00.000000000Z,1.09433,1.09450,1.09426,1.09443,1.09419,1.09437,1.09413,1.09430,True,52
2019-09-29T23:45:00.000000000Z,1.09430,1.09440,1.09426,1.09430,1.09418,1.09427,1.09413,1.09417,True,47
2019-09-30T00:00:00.000000000Z,1.09414,1.09429,1.09408,1.09429,1.09401,1.09416,1.09395,1.09415,True,84
2019-09-30T00:15:00.000000000Z,1.09398,1.09414,1.09393,1.09412,1.09384,1.09401,1.09380,1.09398,True,57
2019-09-30T00:30:00.000000000Z,1.09392,1.09409,1.09390,1.09395,1.09379,1.09395,1.09377,1.09382,True,48
2019-09-30T00:45:00.000000000Z,1.09374,1.09392,1.09363,1.09390,1.09360,1.09379,1.09350,1.09377,True,96
2019-09-30T01:00:00.000000000Z,1.09318,1.09380,1.09316,1.09376,1.09305,1.09369,1.09303,1.09362,True,107
2019-09-30T01:15:00.000000000Z,1.09336,1.09340,1.09320,1.09321,1.09321,1.09328,1.09308,1.09308,True,57
2019-09-30T01:30:00.000000000Z,1.09357,1.09363,1.09335,1.09338,1.09344,1.09350,1.09320,1.09324,True,69
2019-09-30T01:45:00.000000000Z,1.09349,1.09368,1.09345,1.09358,1.09337,1.09353,1.09332,1.09347,True,52
2019-09-30T02:00:00.000000000Z,1.09355,1.09355,1.09345,1.09348,1.09343,1.09343,1.09333,1.09334,True,25
2019-09-30T02:15:00.000000000Z,1.09354,1.09361,1.09353,1.09357,1.09343,1.09349,1.09340,1.09346,True,25
2019-09-30T02:30:00.000000000Z,1.09346,1.09360,1.09343,1.09357,1.09332,1.09347,1.09331,1.09344,True,21
2019-09-30T02:45:00.000000000Z,1.09315,1.09345,1.09307,1.09343,1.09301,1.09332,1.09295,1.09330,True,42
2019-09-30T03:00:00.000000000Z,1.09328,1.09330,1.09317,1.09317,1.09316,1.09317,1.09304,1.09304,True,22
2019-09-30T03:15:00.000000000Z,1.09344,1.09345,1.09327,1.09327,1.09332,1.09332,1.09313,1.09313,True,35
2019-09-30T03:30:00.000000000Z,1.09335,1.09349,1.09335,1.09342,1.09322,1.09336,1.09322,1.09329,True,28
2019-09-30T03:45:00.000000000Z,1.09334,1.09340,1.09326,1.09333,1.09322,1.09327,1.09313,1.09320,True,22
2019-09-30T04:00:00.000000000Z,1.09338,1.09338,1.09315,1.09332,1.09324,1.09324,1.09302,1.09319,True,50
2019-09-30T04:15:00.000000000Z,1.09358,1.09364,1.09340,1.09340,1.09346,1.09351,1.09327,1.09327,True,61
2019-09-30T04:30:00.000000000Z,1.09363,1.09365,1.09350,1.09356,1.09349,1.09352,1.09337,1.09343,True,32
2019-09-30T04:45:00.000000000Z,1.09373,1.09379,1.09362,1.09365,1.09359,1.09366,1.09349,1.09352,True,38
2019-09-30T05:00:00.000000000Z,1.09381,1.09391,1.09369,1.09369,1.09369,1.09378,1.09358,1.09358,True,35
2019-09-30T05:15:00.000000000Z,1.09375,1.09390,1.09372,1.09384,1.09362,1.09378,1.09359,1.09371,True,37
2019-09-30T05:30:00.000000000Z,1.09389,1.09390,1.09356,1.09372,1.09376,1.09377,1.09343,1.09359,True,66
2019-09-30T05:45:00.000000000Z,1.09370,1.09397,1.09367,1.09391,1.09356,1.09385,1.09355,1.09379,True,54
2019-09-30T06:00:00.000000000Z,1.09349,1.09379,1.09345,1.09368,1.09337,1.09369,1.09333,1.09354,True,143
2019-09-30T06:15:00.000000000Z,1.09355,1.09357,1.09316,1.09347,1.09343,1.09346,1.09303,1.09335,True,228
2019-09-30T06:30:00.000000000Z,1.09420,1.09431,1.09358,1.09358,1.09410,1.09419,1.09346,1.09346,True,175
2019-09-30T06:45:00.000000000Z,1.09451,1.09451,1.09408,1.09423,1.09439,1.09439,1.09396,1.09412,True,150
2019-09-30T07:00:00.000000000Z,1.09448,1.09486,1.09414,1.09451,1.09436,1.09473,1.09396,1.09432,True,332
2019-09-30T07:15:00.000000000Z,1.09435,1.09454,1.09420,1.09445,1.09425,1.09442,1.09408,1.09434,True,209
2019-09-30T07:30:00.000000000Z,1.09424,1.09465,1.09417,1.09434,1.09413,1.09453,1.09405,1.09422,True,200
2019-09-30T07:45:00.000000000Z,1.09361,1.09427,1.09350,1.09422,1.09348,1.09415,1.09340,1.09411,True,137
2019-09-30T08:00:00.000000000Z,1.09341,1.09358,1.09322,1.09358,1.09329,1.09346,1.09310,1.09346,True,230
2019-09-30T08:15:00.000000000Z,1.09361,1.09371,1.09337,1.09339,1.09349,1.09359,1.09324,1.09327,True,159
2019-09-30T08:30:00.000000000Z,1.09384,1.09393,1.09337,1.09359,1.09371,1.09381,1.09325,1.09347,True,134
2019-09-30T08:45:00.000000000Z,1.09342,1.09391,1.09342,1.09386,1.09330,1.09380,1.09330,1.09374,True,158
2019-09-30T09:00:00.000000000Z,1.09327,1.09352,1.09318,1.09340,1.09316,1.09339,1.09304,1.09328,True,168
2019-09-30T09:15:00.000000000Z,1.09264,1.09325,1.09259,1.09325,1.09252,1.09313,1.09247,1.09313,True,210
2019-09-30T09:30:00.000000000Z,1.09269,1.09291,1.09238,1.09262,1.09257,1.09278,1.09226,1.09249,True,159
2019-09-30T09:45:00.000000000Z,1.09221,1.09279,1.09207,1.09271,1.09207,1.09267,1.09196,1.09260,True,172
2019-09-30T10:00:00.000000000Z,1.09254,1.09257,1.09202,1.09218,1.09243,1.09245,1.09189,1.09206,True,144
2019-09-30T10:15:00.000000000Z,1.09261,1.09264,1.09209,1.09256,1.09249,1.09251,1.09199,1.09245,True,152
2019-09-30T10:30:00.000000000Z,1.09242,1.09273,1.09239,1.09259,1.09229,1.09261,1.09226,1.09247,True,103
2019-09-30T10:45:00.000000000Z,1.09224,1.09243,1.09198,1.09239,1.09212,1.09231,1.09187,1.09228,True,121
2019-09-30T11:00:00.000000000Z,1.09182,1.09239,1.09174,1.09226,1.09171,1.09227,1.09160,1.09214,True,156
2019-09-30T11:15:00.000000000Z,1.09094,1.09180,1.09067,1.09180,1.09083,1.09169,1.09055,1.09169,True,339
2019-09-30T11:30:00.000000000Z,1.09125,1.09148,1.09093,1.09098,1.09114,1.09136,1.09082,1.09085,True,165
2019-09-30T11:45:00.000000000Z,1.09089,1.09149,1.09078,1.09122,1.09077,1.09138,1.09066,1.09111,True,212
2019-09-30T12:00:00.000000000Z,1.08901,1.09115,1.08854,1.09091,1.08886,1.09103,1.08840,1.09079,True,671
2019-09-30T12:15:00.000000000Z,1.08884,1.08957,1.08872,1.08904,1.08872,1.08944,1.08859,1.08888,True,686
2019-09-30T12:30:00.000000000Z,1.08971,1.09000,1.08865,1.08882,1.08960,1.08987,1.08852,1.08869,True,385
2019-09-30T12:45:00.000000000Z,1.08991,1.09005,1.08961,1.08969,1.08980,1.08993,1.08949,1.08958,True,199
2019-09-30T13:00:00.000000000Z,1.08979,1.08997,1.08950,1.08990,1.08968,1.08985,1.08937,1.08977,True,262
2019-09-30T13:15:00.000000000Z,1.08968,1.09000,1.08961,1.08977,1.08956,1.08987,1.08948,1.08966,True,205
2019-09-30T13:30:00.000000000Z,1.09015,1.09053,1.08916,1.08967,1.09001,1.09040,1.08905,1.08953,True,390
2019-09-30T13:45:00.000000000Z,1.09021,1.09060,1.09004,1.09019,1.09009,1.09047,1.08992,1.09004,True,317
2019-09-30T14:00:00.000000000Z,1.09079,1.09104,1.09014,1.09019,1.09067,1.09091,1.09002,1.09006,True,280
2019-09-30T14:15:00.000000000Z,1.09092,1.09148,1.09077,1.09082,1.09080,1.09132,1.09065,1.09070,True,182
2019-09-30T14:30:00.000000000Z,1.09093,1.09129,1.09074,1.09095,1.09082,1.09118,1.09062,1.09083,True,277
2019-09-30T15:00:00.000000000Z,1.09001,1.09135,1.08998,1.09018,1.08989,1.09106,1.08986,1.09004,True,604
2019-09-30T15:15:00.000000000Z,1.09042,1.09071,1.08999,1.08999,1.09030,1.09059,1.08987,1.08987,True,335
2019-09-30T15:30:00.000000000Z,1.09049,1.09049,1.08994,1.09040,1.09037,1.09037,1.08982,1.09028,True,320
2019-09-30T15:45:00.000000000Z,1.09052,1.09124,1.09042,1.09047,1.09039,1.09111,1.09030,1.09034,True,213
2019-09-30T16:00:00.000000000Z,1.09061,1.09088,1.09041,1.09054,1.09048,1.09076,1.09029,1.09041,True,177
2019-09-30T16:15:00.000000000Z,1.09128,1.09130,1.09051,1.09063,1.09117,1.09117,1.09039,1.09051,True,151
2019-09-30T16:30:00.000000000Z,1.09072,1.09127,1.09053,1.09126,1.09058,1.09115,1.09040,1.09114,True,101
2019-09-30T16:45:00.000000000Z,1.09038,1.09094,1.09038,1.09069,1.09025,1.09082,1.09025,1.09057,True,125
2019-09-30T17:00:00.000000000Z,1.09053,1.09065,1.09026,1.09036,1.09042,1.09051,1.09014,1.09022,True,143
2019-09-30T17:15:00.000000000Z,1.09038,1.09063,1.09017,1.09057,1.09026,1.09051,1.09005,1.09043,True,109
2019-09-30T17:30:00.000000000Z,1.08961,1.09036,1.08954,1.09035,1.08949,1.09023,1.08942,1.09023,True,154
2019-09-30T17:45:00.000000000Z,1.08978,1.08983,1.08940,1.08966,1.08965,1.08971,1.08927,1.08949,True,155
2019-09-30T18:00:00.000000000Z,1.08992,1.09007,1.08973,1.08975,1.08980,1.08994,1.08961,1.08963,True,87
2019-09-30T18:15:00.000000000Z,1.09022,1.09022,1.08989,1.08990,1.09010,1.09011,1.08977,1.08977,True,107
2019-09-30T18:30:00.000000000Z,1.09063,1.09066,1.09018,1.09020,1.09052,1.09053,1.09005,1.09008,True,115
2019-09-30T18:45:00.000000000Z,1.09026,1.09066,1.09010,1.09066,1.09013,1.09054,1.08998,1.09054,True,137
2019-09-30T19:00:00.000000000Z,1.09012,1.09037,1.09010,1.09023,1.09001,1.09026,1.08998,1.09011,True,89
2019-09-30T19:15:00.000000000Z,1.09020,1.09046,1.09005,1.09010,1.09008,1.09033,1.08990,1.08998,True,76
2019-09-30T19:30:00.000000000Z,1.09024,1.09043,1.09020,1.09022,1.09012,1.09031,1.09007,1.09010,True,72
2019-09-30T19:45:00.000000000Z,1.09005,1.09035,1.08996,1.09027,1.08993,1.09023,1.08982,1.09014,True,119
2019-09-30T20:00:00.000000000Z,1.09006,1.09011,1.08978,1.09003,1.08994,1.08998,1.08966,1.08990,True,38
2019-09-30T20:15:00.000000000Z,1.09009,1.09009,1.09001,1.09002,1.08995,1.08996,1.08989,1.08992,True,9
2019-09-30T20:30:00.000000000Z,1.08994,1.09007,1.08994,1.09007,1.08983,1.08993,1.08983,1.08992,True,17
2019-09-30T20:45:00.000000000Z,1.09002,1.09009,1.08992,1.08992,1.08971,1.08998,1.08971,1.08980,True,35
2019-09-30T21:00:00.000000000Z,1.09001,1.09027,1.09001,1.09027,1.08978,1.08986,1.08977,1.08978,True,10
2019-09-30T21:15:00.000000000Z,1.08993,1.09004,1.08984,1.09002,1.08964,1.08981,1.08960,1.08981,True,36
2019-09-30T21:30:00.000000000Z,1.08993,1.08999,1.08993,1.08999,1.08964,1.08964,1.08963,1.08963,True,2
2019-09-30T21:45:00.000000000Z,1.09010,1.09014,1.08998,1.08998,1.08974,1.08985,1.08964,1.08964,True,14
2019-09-30T22:00:00.000000000Z,1.08991,1.09012,1.08985,1.09007,1.08964,1.08993,1.08960,1.08982,True,41
2019-09-30T22:15:00.000000000Z,1.09006,1.09006,1.08985,1.08990,1.08982,1.08984,1.08965,1.08969,True,36
2019-09-30T22:30:00.000000000Z,1.08990,1.09006,1.08984,1.09006,1.08974,1.08986,1.08968,1.08986,True,25
2019-09-30T22:45:00.000000000Z,1.08995,1.08995,1.08978,1.08988,1.08978,1.08978,1.08963,1.08972,True,26
2019-09-30T23:00:00.000000000Z,1.08994,1.08999,1.08990,1.08996,1.08977,1.08984,1.08972,1.08982,True,16
2019-09-30T23:15:00.000000000Z,1.09002,1.09009,1.08994,1.08996,1.08985,1.08989,1.08975,1.08980,True,28
2019-09-30T23:30:00.000000000Z,1.09009,1.09009,1.08996,1.09004,1.08992,1.08993,1.08980,1.08988,True,23
2019-09-30T23:45:00.000000000Z,1.09005,1.09009,1.09003,1.09005,1.08988,1.08993,1.08985,1.08992,True,16
2019-10-01T00:00:00.000000000Z,1.09006,1.09008,1.08991,1.09003,1.08991,1.08993,1.08974,1.08984,True,46
2019-10-01T00:15:00.000000000Z,1.08999,1.09008,1.08999,1.09008,1.08986,1.08993,1.08986,1.08993,True,6
2019-10-01T00:30:00.000000000Z,1.09000,1.09014,1.08994,1.08997,1.08986,1.09001,1.08981,1.08984,True,45
2019-10-01T00:45:00.000000000Z,1.08969,1.09000,1.08956,1.08998,1.08956,1.08988,1.08941,1.08984,True,71
2019-10-01T01:00:00.000000000Z,1.08953,1.08979,1.08950,1.08972,1.08941,1.08966,1.08937,1.08959,True,83
2019-10-01T01:15:00.000000000Z,1.08939,1.08956,1.08897,1.08955,1.08926,1.08943,1.08882,1.08943,True,148
2019-10-01T01:30:00.000000000Z,1.08954,1.08955,1.08933,1.08937,1.08942,1.08942,1.08918,1.08923,True,48
2019-10-01T01:45:00.000000000Z,1.08914,1.08954,1.08901,1.08952,1.08901,1.08942,1.08888,1.08940,True,85
2019-10-01T02:00:00.000000000Z,1.08909,1.08919,1.08899,1.08911,1.08897,1.08906,1.08886,1.08899,True,61
2019-10-01T02:15:00.000000000Z,1.08892,1.08919,1.08886,1.08907,1.08878,1.08907,1.08871,1.08894,True,53
2019-10-01T02:30:00.000000000Z,1.08891,1.08907,1.08888,1.08895,1.08876,1.08893,1.08874,1.08881,True,32
2019-10-01T02:45:00.000000000Z,1.08870,1.08892,1.08866,1.08889,1.08857,1.08879,1.08852,1.08874,True,56
2019-10-01T03:00:00.000000000Z,1.08884,1.08907,1.08872,1.08873,1.08872,1.08894,1.08859,1.08859,True,51
2019-10-01T03:15:00.000000000Z,1.08881,1.08890,1.08877,1.08887,1.08869,1.08875,1.08864,1.08873,True,23
2019-10-01T03:30:00.000000000Z,1.08890,1.08908,1.08877,1.08879,1.08876,1.08894,1.08863,1.08867,True,43
2019-10-01T03:45:00.000000000Z,1.08887,1.08904,1.08885,1.08892,1.08874,1.08892,1.08873,1.08878,True,52
2019-10-01T04:00:00.000000000Z,1.08905,1.08911,1.08874,1.08884,1.08892,1.08897,1.08861,1.08871,True,66
2019-10-01T04:15:00.000000000Z,1.08911,1.08920,1.08903,1.08905,1.08897,1.08908,1.08888,1.08888,True,35
2019-10-01T04:30:00.000000000Z,1.08919,1.08946,1.08905,1.08909,1.08906,1.08931,1.08892,1.08894,True,177
2019-10-01T04:45:00.000000000Z,1.08917,1.08930,1.08903,1.08922,1.08906,1.08916,1.08889,1.08909,True,101
2019-10-01T05:00:00.000000000Z,1.08936,1.08937,1.08905,1.08916,1.08924,1.08924,1.08892,1.08902,True,66
2019-10-01T05:15:00.000000000Z,1.08931,1.08940,1.08917,1.08934,1.08918,1.08927,1.08903,1.08921,True,56
2019-10-01T05:30:00.000000000Z,1.08905,1.08929,1.08889,1.08929,1.08892,1.08916,1.08876,1.08916,True,104
2019-10-01T05:45:00.000000000Z,1.08900,1.08905,1.08881,1.08903,1.08885,1.08892,1.08867,1.08889,True,99
2019-10-01T06:00:00.000000000Z,1.08832,1.08914,1.08829,1.08899,1.08819,1.08902,1.08817,1.08881,True,175
2019-10-01T06:15:00.000000000Z,1.08844,1.08848,1.08814,1.08829,1.08832,1.08837,1.08801,1.08817,True,127
2019-10-01T06:30:00.000000000Z,1.08867,1.08869,1.08837,1.08847,1.08855,1.08858,1.08825,1.08834,True,146
2019-10-01T06:45:00.000000000Z,1.08812,1.08891,1.08798,1.08865,1.08799,1.08878,1.08787,1.08852,True,247
2019-10-01T07:00:00.000000000Z,1.08909,1.08946,1.08814,1.08814,1.08896,1.08936,1.08802,1.08802,True,359
2019-10-01T07:15:00.000000000Z,1.08909,1.08921,1.08869,1.08906,1.08896,1.08909,1.08856,1.08894,True,302
2019-10-01T07:30:00.000000000Z,1.08854,1.08922,1.08850,1.08911,1.08843,1.08910,1.08838,1.08899,True,360
2019-10-01T07:45:00.000000000Z,1.08884,1.08884,1.08848,1.08852,1.08871,1.08872,1.08835,1.08840,True,261
